"before","after"
"Par exemple, les espèces propres ""Nanoarchaeum equitans"", qui ont été découvertes en 2003, ont été classées dans un nouveau phylum : ""Nanoarchaeota"".","par exemple , les espèces propres "" Nanoarchaeum equitans "" , qui ont été découvertes en deux mille trois , ont été classées dans un nouveau phylum "" Nanoarchaeota "" . "
"Récemment mises en évidence, d'autres espèces d'archées, tels que les ""archaeal Richmond Mine acidophilic nanoorganisms"" (ARMAN), qui ont été découvertes en 2006, sont liées seulement de loin aux autres groupes antérieurement connus.","Récemment mises en évidence , d' autres espèces d' archées , tels que les "" archaeal Richmond Mine acidophilic nanoorganisms "" ARMAN , qui ont été découvertes en deux mille six , sont liées seulement de loin aux autres groupes antérieurement connus . "
"Ces plasmides peuvent être transférés entre les cellules par contact physique, dans un processus qui pourrait être similaire à la conjugaison bactérienne.","ces plasmides peuvent être transférés entre les cellules par contact physique , dans un processus qui pourrait être similaire à la conjugaison bactérienne . "
"Après la réplication de l’ADN les chromosomes sont séparés et la cellule se divise.","après la réplication de l' A.D.N. les chromosomes sont séparés et la cellule se divise . "
"Toutefois, les protéines de la division cellulaire, tels que la protéine FtsZ, qui forme un anneau contractant autour de la cellule, et les composants de la cloison naissante dans le cœur de la cellule, sont similaires à leurs équivalents bactériens.","toutefois , les protéines de la division cellulaire , tels que la protéine FtsZ , qui forme un anneau contractant autour de la cellule , et les composants de la cloison naissante dans le coeur de la cellule , sont similaires à leurs équivalents bactériens . "
"Les archées extrêmophiles sont membres des quatre principaux groupes physiologiques.","les archées extrêmophiles sont membres des quatre principaux groupes physiologiques . "
"Ce sont les halophiles, thermophiles, alcalophiles et acidophiles.","ce sont les halophiles , thermophiles , alcalophiles et acidophiles . "
"Néanmoins, ils sont un point de départ utile pour la classification.","Néanmoins , ils sont un point de départ utile pour la classification . "
"Par exemple, l'une des archées acidophiles les plus extrêmes est ""Picrophilus torridus"", qui croît à un pH de 0, ce qui équivaut à 1,2 mole d'acide sulfurique.","par exemple , l' une des archées acidophiles les plus extrêmes est "" Picrophilus torridus "" , qui croît à un P.H. de zéro , ce qui équivaut à un virgule deux mole d' acide sulfurique . "
"Des études plus récentes ont montré que les archées existent non seulement dans les environnements mésophile et thermophile, mais également à basse température, parfois en grand nombre.","des études plus récentes ont montré que les archées existent non seulement dans les environnements mésophile et thermophile , mais également à basse température , parfois en grand nombre . "
"Ainsi, les archées sont communes dans les environnements océaniques froids tels que les mers polaires.","ainsi , les archées sont communes dans les environnements océaniques froids tels que les mers polaires . "
"Bien que ces archées puissent représenter jusqu'à 40 % de la biomasse microbienne, presque aucune de ces espèces n’a été isolée et étudiée en culture pure.","bien que ces archées puissent représenter jusqu' à quarante pour cents de la biomasse microbienne , presque aucune de ces espèces n' a été isolée et étudiée en culture pure . "
"Certaines ""Crenarchaeota"" marines sont capables de nitrification, suggérant que ces organismes jouent un rôle important dans le cycle de l'azote océanique, bien qu’elles puissent également utiliser d'autres sources énergétiques.","certaines "" Crenarchaeota "" marines sont capables de nitrification , suggérant que ces organismes jouent un rôle important dans le cycle de l' azote océanique , bien qu' elles puissent également utiliser d' autres sources énergétiques . "
"Un grand nombre d’archées sont également présentes dans les sédiments qui recouvrent le fond de la mer et constitueraient la majorité des cellules vivantes à des profondeurs de plus d'un mètre dans ces sédiments.","un grand nombre d' archées sont également présentes dans les sédiments qui recouvrent le fond de la mer et constitueraient la majorité des cellules vivantes à des profondeurs de plus d' un mètre dans ces sédiments . "
"Amset (ou Imseti ou Imsti ou Imset ou Mesti ou Mesta) est un génie anthropomorphe de la mythologie égyptienne.","Amset ou Imseti ou Imsti ou Imset ou Mesti ou Mesta est un génie anthropomorphe de la mythologie égyptienne . "
"Trois ans plus tard, Aldous contracte une maladie (keratitis punctata) qui endommage gravement sa vision pour deux ou trois ans.","trois ans plus tard , Aldous contracte une maladie keratitis punctata qui endommage gravement sa vision pour deux ou trois ans . "
"Il donne des cours de français à Eton College, où étudient Eric Blair (plus tard connu sous le nom de George Orwell) et Steven Runciman.","il donne des cours de français à Eton Collège , où étudient Éric Blair plus tard connu sous le nom de George Orwell et Steven Runciman . "
"Au début des années 1920 le couple part vivre avec leur jeune fils en Italie où Huxley rendra de fréquentes visites à son ami D. H. Lawrence.","au début des années dix-neuf cent vingt le couple part vivre avec leur jeune fils en Italie où Huxley rendra de fréquentes visites à son ami D. H. Lawrence . "
"Vers 1939, il entend parler de la Méthode Bates pour l’amélioration de la vision naturelle, et d’un professeur, Margaret Corbett, qui pouvait lui apprendre cette méthode.","vers mille neuf cent trente-neuf , il entend parler de la Méthode Bates pour l' amélioration de la vision naturelle , et d' un professeur , Margaret Corbett , qui pouvait lui apprendre cette méthode . "
"Il révèle que sa vue s’est radicalement rétablie grâce à cette méthode dans ""L'Art de voir"", publié en 1942 aux États-Unis (1943 au Royaume-Uni).","il révèle que sa vue s' est radicalement rétablie grâce à cette méthode dans "" l' Art de voir "" , publié en dix-neuf cent quarante-deux aux États-Unis mille neuf cent quarante-trois au Royaume-Uni . "
"Son règne est une période de prospérité et de splendeur artistique sans précédent, alors que l’Égypte atteint l’apogée de sa puissance artistique et internationale.","son règne est une période de prospérité et de splendeur artistique sans précédent , alors que l' Égypte atteint l' apogée de sa puissance artistique et internationale . "
